Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-16,64.746,65.367,63.96,64.612,1212000,0.0,0.0
2018-02-20,64.455,64.84,63.363,63.473,1226600,0.0,0.0
2018-02-21,64.95,67.599,63.984,64.062,2656900,0.0,0.0
2018-02-22,64.274,66.585,63.025,66.365,1446600,0.0,0.0
2018-02-23,66.743,68.095,66.365,68.071,959100,0.0,0.0
2018-02-26,68.472,69.006,67.882,68.118,1326600,0.0,0.0
2018-02-27,68.275,68.574,66.711,66.719,974400,0.0,0.0
2018-02-28,67.096,68.032,66.656,66.853,1953900,0.0,0.0
2018-03-01,66.908,68.275,66.829,67.489,975100,0.0,0.0
2018-03-02,67.505,67.835,66.161,66.853,843900,0.0,0.0
2018-03-05,66.53,68.401,66.53,67.772,869400,0.0,0.0
2018-03-06,67.592,68.063,66.617,67.796,703600,0.0,0.0
2018-03-07,67.694,68.283,67.387,67.749,647000,0.0,0.0
2018-03-08,67.741,68.488,67.387,68.425,576700,0.0,0.0
2018-03-09,68.771,69.321,68.095,69.321,730100,0.0,0.0
2018-03-12,69.376,69.549,68.613,68.826,1119200,0.0,0.0
2018-03-13,68.999,69.36,68.496,69.101,1716000,0.0,0.0
2018-03-14,69.267,69.37,68.062,68.331,1029800,0.78,0.0
2018-03-15,68.149,68.577,67.919,68.387,925700,0.0,0.0
2018-03-16,68.173,68.427,67.967,68.189,1650400,0.0,0.0
2018-03-19,68.189,68.22,66.92,67.491,1343400,0.0,0.0
2018-03-20,67.681,68.339,67.404,67.824,920300,0.0,0.0
2018-03-21,67.753,68.316,66.983,67.562,834600,0.0,0.0
2018-03-22,67.554,67.99,66.801,66.864,973800,0.0,0.0
2018-03-23,66.706,67.174,65.667,65.81,868800,0.0,0.0
2018-03-26,66.357,67.063,65.722,66.904,1378300,0.0,0.0
2018-03-27,66.912,68.736,66.182,67.848,1217000,0.0,0.0
2018-03-28,68.181,69.632,67.951,69.283,1135900,0.0,0.0
2018-03-29,69.125,69.577,67.998,69.283,1180000,0.0,0.0
2018-04-02,69.386,69.45,67.396,68.014,935400,0.0,0.0
2018-04-03,68.062,69.061,67.197,68.569,770800,0.0,0.0
2018-04-04,68.292,69.934,68.157,69.553,956600,0.0,0.0
2018-04-05,69.632,69.735,68.268,69.616,1071300,0.0,0.0
2018-04-06,69.672,70.068,68.665,68.855,598200,0.0,0.0
2018-04-09,68.839,69.418,68.815,68.895,683000,0.0,0.0
2018-04-10,69.204,69.934,68.728,69.458,731200,0.0,0.0
2018-04-11,69.37,69.751,68.799,69.378,1173600,0.0,0.0
2018-04-12,69.442,69.442,67.356,67.8,861000,0.0,0.0
2018-04-13,68.252,69.132,67.816,69.061,787300,0.0,0.0
2018-04-16,69.196,69.743,68.791,69.275,653000,0.0,0.0
2018-04-17,69.434,71.052,69.362,70.687,1013700,0.0,0.0
2018-04-18,70.695,71.076,70.441,71.028,968200,0.0,0.0
2018-04-19,70.782,70.782,68.799,69.315,948600,0.0,0.0
2018-04-20,69.402,69.481,68.117,68.276,738700,0.0,0.0
2018-04-23,68.331,68.736,67.808,68.133,612500,0.0,0.0
2018-04-24,68.316,69.045,68.022,68.76,651600,0.0,0.0
2018-04-25,68.514,68.895,67.927,68.427,616700,0.0,0.0
2018-04-26,68.609,70.663,68.609,70.163,1058200,0.0,0.0
2018-04-27,69.941,71.409,69.894,71.194,658300,0.0,0.0
2018-04-30,71.512,71.694,70.671,71.052,765000,0.0,0.0
2018-05-01,71.107,71.829,71.091,71.702,1327200,0.0,0.0
2018-05-02,70.576,72.138,69.545,71.028,1472800,0.0,0.0
2018-05-03,71.329,73.082,70.782,72.757,1967000,0.0,0.0
2018-05-04,72.63,73.217,72.218,73.114,873600,0.0,0.0
2018-05-07,73.209,74.184,72.844,74.105,803100,0.0,0.0
2018-05-08,74.288,74.51,73.288,74.176,781700,0.0,0.0
2018-05-09,74.549,74.835,74.137,74.795,482800,0.0,0.0
2018-05-10,75.303,75.644,74.97,75.469,590300,0.0,0.0
2018-05-11,75.675,76.104,75.358,75.541,794600,0.0,0.0
2018-05-14,75.461,75.477,74.327,74.819,819900,0.0,0.0
2018-05-15,74.462,74.462,73.082,73.375,1055400,0.0,0.0
2018-05-16,73.542,73.669,72.749,73.114,775200,0.0,0.0
2018-05-17,73.034,73.296,72.67,72.979,549200,0.0,0.0
2018-05-18,72.947,73.225,72.368,72.947,563600,0.0,0.0
2018-05-21,73.217,73.843,72.701,73.74,676100,0.0,0.0
2018-05-22,73.637,74.002,73.003,73.423,944600,0.0,0.0
2018-05-23,73.645,74.74,73.55,74.343,1114800,0.0,0.0
2018-05-24,74.303,75.43,74.089,75.422,1404900,0.0,0.0
2018-05-25,75.533,76.278,75.287,75.461,868100,0.0,0.0
2018-05-29,75.287,76.278,75.041,75.858,1160800,0.0,0.0
2018-05-30,75.58,77.198,75.081,76.881,684900,0.0,0.0
2018-05-31,76.77,76.786,76.088,76.334,1017500,0.0,0.0
2018-06-01,76.524,76.635,75.755,76.619,603300,0.0,0.0
2018-06-04,77.087,78.475,76.714,78.38,896500,0.0,0.0
2018-06-05,78.419,78.959,77.42,77.46,1063200,0.0,0.0
2018-06-06,77.095,77.904,77.079,77.317,995200,0.0,0.0
2018-06-07,77.46,77.753,76.984,77.507,726700,0.0,0.0
2018-06-08,77.626,78.166,77.341,77.737,599800,0.0,0.0
2018-06-11,77.682,77.928,77.055,77.61,651800,0.0,0.0
2018-06-12,77.428,78.848,77.166,78.063,769900,0.0,0.0
2018-06-13,78.205,78.665,76.397,76.897,1241900,0.0,0.0
2018-06-14,77.401,78.393,77.217,78.041,713300,0.86,0.0
2018-06-15,78.121,78.457,77.281,77.385,1078700,0.0,0.0
2018-06-18,77.505,78.097,77.289,77.761,669500,0.0,0.0
2018-06-19,77.465,78.441,77.401,77.889,754900,0.0,0.0
2018-06-20,77.977,78.937,77.977,78.577,770100,0.0,0.0
2018-06-21,78.745,79.817,78.481,79.769,855600,0.0,0.0
2018-06-22,79.793,79.953,79.393,79.433,769100,0.0,0.0
2018-06-25,79.849,80.642,79.121,80.025,1384100,0.0,0.0
